"symbol"
"MLIA.JK"
"PTPP.JK"
"AGRS.JK"
"HAJJ.JK"
"POLA.JK"
"ANDI.JK"
"TFCO.JK"
"HITS.JK"
"INTD.JK"
"ERAL.JK"
"BIRD.JK"
"AKKU.JK"
"FLMC.JK"
"RISE.JK"
"CPRO.JK"
"ASII.JK"
"HRTA.JK"
"CMRY.JK"
"MCAS.JK"
"SFAN.JK"
"BPTR.JK"
"CASA.JK"
"BABP.JK"
"TRGU.JK"
"PTRO.JK"
"PTPS.JK"
"INAI.JK"
"IMJS.JK"
"LUCY.JK"
"PPGL.JK"
"BPFI.JK"
"INDR.JK"
"INPS.JK"
"SMMT.JK"
"INKP.JK"
"ESTA.JK"
"PYFA.JK"
"JMAS.JK"
"AMMN.JK"
"BSDE.JK"
"POLI.JK"
"BBTN.JK"
"BCIC.JK"
"BNGA.JK"
"OPMS.JK"
"SUNI.JK"
"WIFI.JK"
"IBOS.JK"
"MDKI.JK"
"BDMN.JK"
"MBTO.JK"
"MREI.JK"
"MKPI.JK"
"SPMA.JK"
"PTBA.JK"
"INCO.JK"
"ASRM.JK"
"WOOD.JK"
"MTEL.JK"
"GLVA.JK"
"DAYA.JK"
"TRUE.JK"
"CTBN.JK"
"LPPF.JK"
"TRIS.JK"
"CHEM.JK"
"ARMY.JK"
"KINO.JK"
"EPAC.JK"
"CENT.JK"
"KBLV.JK"
"ADRO.JK"
"MPRO.JK"
"JKSW.JK"
"ELPI.JK"
"SMKM.JK"
"LPKR.JK"
"IFII.JK"
"MUTU.JK"
"BDKR.JK"
"SAME.JK"
"RAJA.JK"
"BKSL.JK"
"DKFT.JK"
"UNIC.JK"
"GMTD.JK"
"UNSP.JK"
"TGUK.JK"
"INCI.JK"
"TAPG.JK"
"KOIN.JK"
"BEBS.JK"
"SCNP.JK"
"MLBI.JK"
"HILL.JK"
"ASDM.JK"
"PNSE.JK"
"MDKA.JK"
"DEWI.JK"
"PEHA.JK"
"NFCX.JK"
"SRAJ.JK"
"BCIP.JK"
"NETV.JK"
"DEAL.JK"
"IRRA.JK"
"DGIK.JK"
"RUNS.JK"
"MTLA.JK"
"WINS.JK"
"CMNT.JK"
"SLIS.JK"
"MIRA.JK"
"ASJT.JK"
"BBNI.JK"
"HOMI.JK"
"TKIM.JK"
"AISA.JK"
"ISSP.JK"
"MERK.JK"
"VICO.JK"
"HATM.JK"
"DMAS.JK"
"SRTG.JK"
"NIRO.JK"
"GOLL.JK"
"SCPI.JK"
"KLAS.JK"
"NCKL.JK"
"DEPO.JK"
"BBSI.JK"
"MMIX.JK"
"CBRE.JK"
"HRUM.JK"
"ULTJ.JK"
"SIMP.JK"
"LABA.JK"
"MORA.JK"
"TIRA.JK"
"ROCK.JK"
"GZCO.JK"
"CMPP.JK"
"BUVA.JK"
"SULI.JK"
"AMAN.JK"
"PLAS.JK"
"BMAS.JK"
"NAYZ.JK"
"DEFI.JK"
"TAXI.JK"
"VINS.JK"
"MTPS.JK"
"DIGI.JK"
"CPIN.JK"
"TCID.JK"
"COCO.JK"
"LMAS.JK"
"MPOW.JK"
"WIRG.JK"
"BAUT.JK"
"MSKY.JK"
"TEBE.JK"
"DPUM.JK"
"TAYS.JK"
"ACST.JK"
"ICON.JK"
"PPRE.JK"
"WSKT.JK"
"WTON.JK"
"NZIA.JK"
"SDPC.JK"
"AMAR.JK"
"FILM.JK"
"TOPS.JK"
"MPPA.JK"
"SGRO.JK"
"CHIP.JK"
"TRST.JK"
"TNCA.JK"
"ENVY.JK"
"KOTA.JK"
"META.JK"
"KDTN.JK"
"TFAS.JK"
"TCPI.JK"
"FIRE.JK"
"TURI.JK"
"APEX.JK"
"AMRT.JK"
"ALMI.JK"
"HDFA.JK"
"ASLC.JK"
"IGAR.JK"
"LTLS.JK"
"ALDO.JK"
"MAPB.JK"
"SDMU.JK"
"WIKA.JK"
"RMKO.JK"
"IDEA.JK"
"PGJO.JK"
"RALS.JK"
"BBLD.JK"
"SMMA.JK"
"LCGP.JK"
"DSNG.JK"
"HADE.JK"
"EPMT.JK"
"APLI.JK"
"NRCA.JK"
"BIPP.JK"
"KOKA.JK"
"SKLT.JK"
"NUSA.JK"
"GOTO.JK"
"ADMF.JK"
"DGNS.JK"
"MCOR.JK"
"TRIN.JK"
"LPCK.JK"
"LMSH.JK"
"PICO.JK"
"DIVA.JK"
"PPRI.JK"
"ENZO.JK"
"BEER.JK"
"PNBS.JK"
"OMRE.JK"
"IMAS.JK"
"BALI.JK"
"KAYU.JK"
"NOBU.JK"
"NELY.JK"
"AYLS.JK"
"CSIS.JK"
"MAMI.JK"
"BKSW.JK"
"INAF.JK"
"ETWA.JK"
"TYRE.JK"
"ITIC.JK"
"APII.JK"
"DART.JK"
"ENAK.JK"
"CPRI.JK"
"ABDA.JK"
"OILS.JK"
"AGRO.JK"
"JPFA.JK"
"WEGE.JK"
"BISI.JK"
"SRSN.JK"
"VRNA.JK"
"DYAN.JK"
"MYTX.JK"
"TGRA.JK"
"MEDC.JK"
"ISAT.JK"
"KDSI.JK"
"PKPK.JK"
"UCID.JK"
"KARW.JK"
"CYBR.JK"
"BOSS.JK"
"NANO.JK"
"INET.JK"
"EXCL.JK"
"PSSI.JK"
"FUTR.JK"
"INPC.JK"
"TRIM.JK"
"BSIM.JK"
"PEVE.JK"
"SHID.JK"
"BNBR.JK"
"ABMM.JK"
"PMMP.JK"
"MABA.JK"
"ERTX.JK"
"FIMP.JK"
"IATA.JK"
"TOBA.JK"
"INTA.JK"
"IPCC.JK"
"ADMR.JK"
"NTBK.JK"
"DUCK.JK"
"OLIV.JK"
"SMDR.JK"
"GAMA.JK"
"HEAL.JK"
"ADHI.JK"
"HEXA.JK"
"TIRT.JK"
"KMTR.JK"
"MIKA.JK"
"MITI.JK"
"LOPI.JK"
"POSA.JK"
"BOLA.JK"
"SMSM.JK"
"CBUT.JK"
"ELIT.JK"
"AEGS.JK"
"MFIN.JK"
"IPCM.JK"
"FITT.JK"
"KBLI.JK"
"KIOS.JK"
"YELO.JK"
"INDX.JK"
"SKYB.JK"
"RSGK.JK"
"INCF.JK"
"KRAS.JK"
"BOGA.JK"
"GEMS.JK"
"CSRA.JK"
"JRPT.JK"
"MDLN.JK"
"PCAR.JK"
"MTRA.JK"
"SNLK.JK"
"OCAP.JK"
"VKTR.JK"
"INDO.JK"
"AUTO.JK"
"HUMI.JK"
"CTRA.JK"
"CUAN.JK"
"PGAS.JK"
"TRIL.JK"
"KAEF.JK"
"SMAR.JK"
"BINO.JK"
"TOOL.JK"
"VTNY.JK"
"SMKL.JK"
"IBFN.JK"
"PDES.JK"
"DVLA.JK"
"BAPI.JK"
"WOMF.JK"
"KONI.JK"
"ASRI.JK"
"HOTL.JK"
"ADCP.JK"
"BUKA.JK"
"KETR.JK"
"KRAH.JK"
"KOPI.JK"
"PTPW.JK"
"MEGA.JK"
"NISP.JK"
"KPIG.JK"
"ASBI.JK"
"GSMF.JK"
"MAXI.JK"
"MPXL.JK"
"GDYR.JK"
"TMAS.JK"
"CINT.JK"
"PTIS.JK"
"KICI.JK"
"SPTO.JK"
"SMRU.JK"
"GIAA.JK"
"TRUS.JK"
"AALI.JK"
"ZATA.JK"
"PMJS.JK"
"KPAS.JK"
"MAHA.JK"
"GHON.JK"
"AMOR.JK"
"OMED.JK"
"BATA.JK"
"JSMR.JK"
"POLY.JK"
"MARK.JK"
"GOOD.JK"
"IKAN.JK"
"ARTI.JK"
"KING.JK"
"BTEK.JK"
"TGKA.JK"
"MSIN.JK"
"ARCI.JK"
"TDPM.JK"
"SKBM.JK"
"BAYU.JK"
"CCSI.JK"
"CRSN.JK"
"LION.JK"
"RMBA.JK"
"CEKA.JK"
"WEHA.JK"
"PGUN.JK"
"BELL.JK"
"INDF.JK"
"GTRA.JK"
"BBYB.JK"
"TBIG.JK"
"MSIE.JK"
"JAST.JK"
"LMAX.JK"
"GGRP.JK"
"MKNT.JK"
"NIKL.JK"
"DUTI.JK"
"CSAP.JK"
"TLDN.JK"
"PRDA.JK"
"SIDO.JK"
"AVIA.JK"
"LPPS.JK"
"FORZ.JK"
"APIC.JK"
"KOCI.JK"
"ZYRX.JK"
"LPLI.JK"
"WINE.JK"
"BBKP.JK"
"CITA.JK"
"PNBN.JK"
"MKTR.JK"
"SAFE.JK"
"CASH.JK"
"LAJU.JK"
"SRIL.JK"
"GTSI.JK"
"CASS.JK"
"PRAS.JK"
"BBSS.JK"
"SWAT.JK"
"SMDM.JK"
"CNMA.JK"
"FAST.JK"
"ARII.JK"
"KLIN.JK"
"PZZA.JK"
"IBST.JK"
"RIGS.JK"
"SEMA.JK"
"PANI.JK"
"INRU.JK"
"CARS.JK"
"JIHD.JK"
"BNLI.JK"
"SIMA.JK"
"LINK.JK"
"CAKK.JK"
"AMFG.JK"
"GTBO.JK"
"TRIO.JK"
"BTPS.JK"
"SOTS.JK"
"BACA.JK"
"ARTA.JK"
"RIMO.JK"
"TIFA.JK"
"IOTF.JK"
"DEWA.JK"
"WOWS.JK"
"COAL.JK"
"WSBP.JK"
"BLTZ.JK"
"WMPP.JK"
"BWPT.JK"
"BLTA.JK"
"SCCO.JK"
"KMDS.JK"
"ITMA.JK"
"ANTM.JK"
"APLN.JK"
"JKON.JK"
"JAWA.JK"
"NICK.JK"
"BUMI.JK"
"HOKI.JK"
"KBAG.JK"
"PSDN.JK"
"ECII.JK"
"MIDI.JK"
"TRON.JK"
"MTMH.JK"
"DNAR.JK"
"MAYA.JK"
"YULE.JK"
"NSSS.JK"
"LPIN.JK"
"PANR.JK"
"KEEN.JK"
"AMAG.JK"
"DNET.JK"
"SQMI.JK"
"SKRN.JK"
"BAPA.JK"
"TUGU.JK"
"MICE.JK"
"DMMX.JK"
"RBMS.JK"
"INOV.JK"
"MYOH.JK"
"AIMS.JK"
"DCII.JK"
"LIFE.JK"
"DRMA.JK"
"GPSO.JK"
"PACK.JK"
"MGLV.JK"
"BEST.JK"
"BSWD.JK"
"TRAM.JK"
"ATIC.JK"
"BOBA.JK"
"BBRI.JK"
"ENRG.JK"
"MDRN.JK"
"DMND.JK"
"ALTO.JK"
"RELF.JK"
"SATU.JK"
"WAPO.JK"
"PUDP.JK"
"BTEL.JK"
"TELE.JK"
"PDPP.JK"
"KREN.JK"
"HBAT.JK"
"PRIM.JK"
"SCMA.JK"
"SICO.JK"
"IKAI.JK"
"IPOL.JK"
"PALM.JK"
"PTDU.JK"
"MBAP.JK"
"CBMF.JK"
"ESIP.JK"
"UNTR.JK"
"TPMA.JK"
"SSIA.JK"
"TOTO.JK"
"PIPA.JK"
"WINR.JK"
"ZINC.JK"
"TALF.JK"
"RUIS.JK"
"NATO.JK"
"JTPE.JK"
"RCCC.JK"
"PPRO.JK"
"KIAS.JK"
"SILO.JK"
"BFIN.JK"
"TOTL.JK"
"ICBP.JK"
"MRAT.JK"
"MARI.JK"
"BSSR.JK"
"NIPS.JK"
"TECH.JK"
"HALO.JK"
"PLAN.JK"
"ARKA.JK"
"INDS.JK"
"MCOL.JK"
"MAPI.JK"
"KLBF.JK"
"ADES.JK"
"DOID.JK"
"UFOE.JK"
"TLKM.JK"
"CRAB.JK"
"BMBL.JK"
"STRK.JK"
"KRYA.JK"
"SINI.JK"
"ESTI.JK"
"BTON.JK"
"RODA.JK"
"SAGE.JK"
"AHAP.JK"
"BABY.JK"
"ARTO.JK"
"MMLP.JK"
"GRPM.JK"
"EMTK.JK"
"SSTM.JK"
"IDPR.JK"
"BKDP.JK"
"HDTX.JK"
"MLPL.JK"
"ASGR.JK"
"UNIQ.JK"
"RDTX.JK"
"KKES.JK"
"BIKE.JK"
"MFMI.JK"
"RSCH.JK"
"BBHI.JK"
"RMKE.JK"
"AMIN.JK"
"CANI.JK"
"MASA.JK"
"JSKY.JK"
"CTTH.JK"
"MASB.JK"
"PSGO.JK"
"BIKA.JK"
"PADI.JK"
"KOBX.JK"
"HOME.JK"
"GEMA.JK"
"DFAM.JK"
"BINA.JK"
"CNTX.JK"
"BMHS.JK"
"TINS.JK"
"ALKA.JK"
"PGLI.JK"
"SOSS.JK"
"BRMS.JK"
"BPII.JK"
"LUCK.JK"
"VAST.JK"
"OBMD.JK"
"PNGO.JK"
"PTSN.JK"
"KJEN.JK"
"ASMI.JK"
"IRSX.JK"
"MEDS.JK"
"CITY.JK"
"MLPT.JK"
"ROTI.JK"
"HOPE.JK"
"HKMU.JK"
"AWAN.JK"
"ARNA.JK"
"PRAY.JK"
"UNIT.JK"
"TOYS.JK"
"WGSH.JK"
"INTP.JK"
"TOWR.JK"
"SOFA.JK"
"SONA.JK"
"SBAT.JK"
"MAPA.JK"
"YPAS.JK"
"SUGI.JK"
"EMDE.JK"
"WMUU.JK"
"MOLI.JK"
"UVCR.JK"
"MTWI.JK"
"TAMA.JK"
"CLAY.JK"
"LFLO.JK"
"NINE.JK"
"BUKK.JK"
"LMPI.JK"
"BBRM.JK"
"SHIP.JK"
"SUPR.JK"
"PBRX.JK"
"MGNA.JK"
"COWL.JK"
"KKGI.JK"
"BHAT.JK"
"JATI.JK"
"MYRX.JK"
"KEJU.JK"
"FOOD.JK"
"HRME.JK"
"JAYA.JK"
"AKRA.JK"
"MTDL.JK"
"ARKO.JK"
"TSPC.JK"
"TPIA.JK"
"FMII.JK"
"BMRI.JK"
"PGEO.JK"
"BESS.JK"
"GPRA.JK"
"LPGI.JK"
"KBLM.JK"
"IPTV.JK"
"DWGL.JK"
"STAR.JK"
"EKAD.JK"
"DILD.JK"
"MPMX.JK"
"BOLT.JK"
"SMGR.JK"
"INPP.JK"
"BELI.JK"
"CAMP.JK"
"DSFI.JK"
"SOCI.JK"
"PTSP.JK"
"SGER.JK"
"NICL.JK"
"AGII.JK"
"VOKS.JK"
"PANS.JK"
"INDY.JK"
"GGRM.JK"
"BRPT.JK"
"VIVA.JK"
"ASHA.JK"
"NPGF.JK"
"BJTM.JK"
"PADA.JK"
"TARA.JK"
"BCAP.JK"
"BGTG.JK"
"ISAP.JK"
"EDGE.JK"
"FAPA.JK"
"SMIL.JK"
"OASA.JK"
"POOL.JK"
"HMSP.JK"
"PURI.JK"
"TRUK.JK"
"CMNP.JK"
"SAPX.JK"
"DOOH.JK"
"SMBR.JK"
"BHIT.JK"
"IFSH.JK"
"ESSA.JK"
"ZONE.JK"
"TBLA.JK"
"PJAA.JK"
"PURA.JK"
"POLL.JK"
"FISH.JK"
"FUJI.JK"
"BMTR.JK"
"POLU.JK"
"BSML.JK"
"REAL.JK"
"MAGP.JK"
"MENN.JK"
"OKAS.JK"
"LAPD.JK"
"BAJA.JK"
"ACES.JK"
"PAMG.JK"
"SWID.JK"
"GULA.JK"
"KIJA.JK"
"PNLF.JK"
"WIDI.JK"
"BBCA.JK"
"TBMS.JK"
"PSKT.JK"
"GJTL.JK"
"BNII.JK"
"HAIS.JK"
"FASW.JK"
"ADMG.JK"
"RONY.JK"
"FWCT.JK"
"VICI.JK"
"MTFN.JK"
"RANC.JK"
"IIKP.JK"
"FORU.JK"
"MYOR.JK"
"BBMD.JK"
"DSSA.JK"
"LRNA.JK"
"MDIA.JK"
"BJBR.JK"
"GWSA.JK"
"RAAM.JK"
"AMMS.JK"
"PBID.JK"
"MGRO.JK"
"FOLK.JK"
"CARE.JK"
"DPNS.JK"
